(-2.6385441089166468, 'netspeak_yes')
(-2.6956817520539795, 'has_url')
(-2.7470888867951686, 'affiliation_yes')
(-3.0595091537859873, 'posemo_yes')
(-3.0602525150735183, 'many_sixltr')
(-3.1077819092918006, 'is_analytic_no')
(-3.1414204334738716, 'is_clout_yes')
(-3.2634466130510544, 'is_tone_yes')
(-3.2744958160991473, 'is_authentic_yes')
(-3.3114740882604368, 'low_wps')
(-3.3498992410306503, 'see_yes')
(-3.4169856381839674, 'is_analytic_yes')
(-3.4281176875266155, 'insight_yes')
(-3.4967787888034167, 'tentat_yes')
(-3.5017610796532779, 'is_authentic_no')
(-3.5442234568611606, 'power_yes')
(-3.5744932311318709, 'achieve_yes')
(-3.5908173160264365, 'has_exclam')
(-3.6161234077364561, 'few_sixltr')
(-3.6877847630580298, 'cause_yes')
(-3.6929845590798336, 'certain_yes')
(-3.7233321043430125, 'reward_yes')
(-3.7613225145614262, 'differ_yes')
(-3.8714062242872851, 'high_wps')
(-4.0885230423984886, 'discrep_yes')
(-4.2863697050182088, 'assent_yes')
(-4.3227095767756136, 'negemo_yes')
(-4.3812645452222529, 'is_clout_no')
(-4.6911680032017564, 'hear_yes')
(-4.9461054098527644, 'sad_yes')
(-5.0521051574241973, 'feel_yes')
(-5.1589454019784844, 'is_tone_no')
(-5.2121621225085892, 'risk_yes')
(-5.299446151329815, 'has_hashtag')
(-5.3612809598038904, 'has_video')
(-5.376041753447554, 'has_qmark')
(-6.0101666079987774, 'anx_yes')
(-6.1288859822195318, 'nonflu_yes')
(-6.5620017413111764, 'anger_yes')
(-6.5978902423508909, 'has_photo')
(-7.7401632051478124, 'has_animated_gif')
