(-2.1838720637997122, 'netspeak_yes')
(-2.2269929704617226, 'has_url')
(-2.9434352142101714, 'is_analytic_yes')
(-3.0938452308429092, 'many_sixltr')
(-3.2230078491411911, 'is_clout_yes')
(-3.2437910317425782, 'has_hashtag')
(-3.2974512289197033, 'posemo_yes')
(-3.3529562138760385, 'is_authentic_yes')
(-3.3782530060409028, 'is_authentic_no')
(-3.396853364282296, 'affiliation_yes')
(-3.3988331525188284, 'see_yes')
(-3.4144901441215678, 'is_tone_yes')
(-3.4210241973898601, 'power_yes')
(-3.5233279661791688, 'has_exclam')
(-3.5703558420066557, 'is_analytic_no')
(-3.6081070325526925, 'high_wps')
(-3.6085454843668767, 'few_sixltr')
(-3.6763499674621007, 'insight_yes')
(-3.7097004720305229, 'low_wps')
(-3.7119609477076905, 'cause_yes')
(-3.7146983892669843, 'achieve_yes')
(-3.8489286869257535, 'reward_yes')
(-4.1220344785164205, 'tentat_yes')
(-4.2901133486723095, 'has_qmark')
(-4.439983476581455, 'differ_yes')
(-4.6189190128403403, 'negemo_yes')
(-4.6215151853227638, 'is_clout_no')
(-4.7316231236774318, 'assent_yes')
(-4.7373913010503967, 'discrep_yes')
(-4.7459726874912942, 'certain_yes')
(-4.7709536298185338, 'hear_yes')
(-4.9303077201075265, 'is_tone_no')
(-4.9778594261680205, 'feel_yes')
(-5.0425238073891139, 'has_photo')
(-5.3622762144175082, 'risk_yes')
(-5.7645643772836452, 'sad_yes')
(-6.102224616916943, 'anger_yes')
(-6.2065881390687787, 'has_video')
(-6.5723114179712745, 'anx_yes')
(-6.6023186204557618, 'nonflu_yes')
(-7.5032745851701019, 'swear_yes')
(-8.2322395873110015, 'filler_yes')
(-9.9630609902903942, 'has_animated_gif')
