(-5.2509609503512076, 'netspeak_yes')
(-5.2851398121454025, 'has_url')
(-5.4575011869666783, 'is_analytic_yes')
(-5.4617177855580037, 'many_sixltr')
(-5.5372826070802512, 'is_clout_yes')
(-5.5647150065033486, 'posemo_yes')
(-5.5707406087862195, 'is_authentic_yes')
(-5.5992381949675147, 'is_tone_yes posemo_yes')
(-5.5992381949675147, 'is_tone_yes')
(-5.6446180570975413, 'affiliation_yes')
(-5.6613039852832454, 'has_exclam')
(-5.7009141518084867, 'power_yes')
(-5.7429704161909001, 'low_wps')
(-5.746123823477431, 'has_hashtag')
(-5.757301019591659, 'netspeak_yes many_sixltr')
(-5.7636348522774012, 'is_analytic_no')
(-5.7772217481324546, 'is_authentic_no')
(-5.8238257912978817, 'achieve_yes')
(-5.8261501615755584, 'see_yes')
(-5.8859717954677553, 'few_sixltr')
(-5.8957102842795219, 'insight_yes')
(-5.8978350142076437, 'reward_yes')
(-5.9184693008594174, 'cause_yes')
(-5.9959419835655066, 'nasa')
(-6.0018309531805514, 'has_hashtag has_url')
(-6.0181986208277998, 'high_wps')
(-6.0906228285498596, 'space')
(-6.1037878923636422, 'tentat_yes')
(-6.1155208049211547, 'power_yes netspeak_yes')
(-6.1178235314579128, 'netspeak_yes few_sixltr')
(-6.1311775049691093, 'has_exclam has_url')
(-6.1386650077124107, 'reward_yes netspeak_yes')
(-6.1526838949072857, 'has_qmark')
(-6.1673509640777615, 'low_wps has_exclam')
(-6.1764318221301266, 'astrobiology')
(-6.1786516764055124, 'netspeak_yes has_url')
(-6.1980563203090426, 'assent_yes')
(-6.2337814069432058, 'netspeak_yes assent_yes')
(-6.271615408418671, 'high_wps has_url')
(-6.2870420344805424, 'is_analytic_no is_clout_yes')
(-6.289827017283244, 'new')
(-6.2924678877316502, 'is_analytic_yes is_clout_yes')
(-6.3200263292021077, 'differ_yes')
(-6.3524342122344137, 'affiliation_yes netspeak_yes')
(-6.3539834111804474, 'is_analytic_yes is_authentic_yes')
(-6.3599514481120085, 'many_sixltr has_hashtag')
(-6.3948694209652599, 'is_clout_no')
(-6.4041988146299218, 'achieve_yes power_yes')
(-6.4171577224641574, 'many_sixltr has_url')
(-6.4187737253992996, 'is_clout_yes is_authentic_yes')
(-6.4376234496217579, 'check')
(-6.4667675875054451, 'is_clout_yes is_authentic_no')
(-6.4695385320238152, 'netspeak_yes many_sixltr has_url')
(-6.4739449104974343, 'is_authentic_yes is_tone_yes posemo_yes')
(-6.4739449104974343, 'is_authentic_yes is_tone_yes')
(-6.4920327922589856, 'many_sixltr low_wps')
(-6.5263525540188638, 'affiliation_yes achieve_yes')
(-6.5326915551893334, 'has_qmark has_url')
(-6.5399862694543573, 'many_sixltr has_hashtag has_url')
(-6.547459026441615, 'netspeak_yes many_sixltr has_hashtag')
(-6.5609580787913329, 'is_authentic_no netspeak_yes')
(-6.5669251639826376, 'has_exclam has_hashtag')
(-6.583645696417241, 'see_yes affiliation_yes')
