(-2.9518930774735423, 'netspeak_yes')
(-2.9660201694349366, 'has_url')
(-3.107252748922205, 'has_hashtag')
(-3.2307279078780011, 'is_authentic_yes')
(-3.23767741159633, 'many_sixltr')
(-3.2754841447586105, 'power_yes')
(-3.2760299461412656, 'is_analytic_yes')
(-3.3223251230756525, 'affiliation_yes')
(-3.3432623961602888, 'is_analytic_no')
(-3.3475384496054219, 'posemo_yes')
(-3.3942761146431124, 'high_wps')
(-3.396108485403964, 'insight_yes')
(-3.3987338820286235, 'is_clout_yes')
(-3.4630647483080317, 'few_sixltr')
(-3.5216668082267542, 'tentat_yes')
(-3.5392499425593638, 'is_authentic_no')
(-3.5727560238863978, 'is_tone_yes')
(-3.6063896149251358, 'low_wps')
(-3.6089795438503796, 'cause_yes')
(-3.6104522435743558, 'see_yes')
(-3.6182617144349898, 'differ_yes')
(-3.6394249134491612, 'has_exclam')
(-3.6465846497651664, 'achieve_yes')
(-3.7000618002609569, 'reward_yes')
(-3.8741377511101907, 'certain_yes')
(-3.9377397091285493, 'is_clout_no')
(-3.9653284191182054, 'discrep_yes')
(-4.0346276992249939, 'hear_yes')
(-4.0370279931415904, 'negemo_yes')
(-4.1712281821864332, 'has_qmark')
(-4.2425283579259636, 'is_tone_no')
(-4.4489292713602557, 'has_photo')
(-4.6244573677823588, 'assent_yes')
(-4.6465781122338203, 'risk_yes')
(-5.0029262092044364, 'feel_yes')
(-5.0373186068947602, 'sad_yes')
(-5.1241646707962794, 'anger_yes')
(-5.5100506505383269, 'anx_yes')
(-5.6240289878601537, 'nonflu_yes')
(-5.8271133444682137, 'has_video')
(-6.361154317879131, 'swear_yes')
