(-2.2207618250450878, 'netspeak_yes')
(-2.2315539714209445, 'has_url')
(-2.8544033196217535, 'posemo_yes')
(-3.0289334298001895, 'power_yes')
(-3.1443065038695872, 'is_analytic_yes')
(-3.2182751426661849, 'has_hashtag')
(-3.2450725015151685, 'is_authentic_no')
(-3.3237249280913046, 'many_sixltr')
(-3.3786471618717027, 'is_tone_yes')
(-3.4446957446281976, 'affiliation_yes')
(-3.5313207430552733, 'achieve_yes')
(-3.6560948171339307, 'high_wps')
(-3.6694836466548875, 'low_wps')
(-3.6884801228794295, 'is_authentic_yes')
(-3.7982341008773526, 'is_clout_yes')
(-3.8241624023663547, 'negemo_yes')
(-3.8443830682848681, 'few_sixltr')
(-3.8948942452294864, 'insight_yes')
(-3.9277229332939942, 'has_exclam')
(-3.9823173939881551, 'reward_yes')
(-3.9889583495627319, 'differ_yes')
(-4.0073624128932099, 'cause_yes')
(-4.0075386077801962, 'is_clout_no')
(-4.0725440468871916, 'is_analytic_no')
(-4.089404858734313, 'has_photo')
(-4.1528961868612884, 'discrep_yes')
(-4.1927981279253563, 'tentat_yes')
(-4.2046610438465617, 'see_yes')
(-4.2160350225448404, 'is_tone_no')
(-4.3535326387127729, 'certain_yes')
(-4.3746462763732801, 'hear_yes')
(-4.5587929439683172, 'has_qmark')
(-4.7438400679075983, 'risk_yes')
(-4.8243272985911219, 'anger_yes')
(-5.0682620161751499, 'sad_yes')
(-5.4267505099094251, 'has_video')
(-5.6367382184128765, 'anx_yes')
(-5.8160659562138992, 'assent_yes')
(-6.1706962114980737, 'feel_yes')
(-6.3533166451946981, 'nonflu_yes')
(-7.5021715083055369, 'has_animated_gif')
(-7.8315525549053433, 'swear_yes')
(-8.2073081377352466, 'filler_yes')
